,price,bedrooms,bathrooms,sf,link,year_built,lot_size,view_description,on_waterfront,house_style,new_construction,garage_spaces
0,"$350,000", 3,2 ba,"2,233 sqft",https://www.zillow.com/homedetails/27-High-St-Ludlow-VT-05149/75480975_zpid/,1860,"24,829 Acres",{},{}, Farmhouse, No, 1
0,"$159,900", 3,2 ba,"1,848 sqft",https://www.zillow.com/homedetails/316-Lane-Rd-Newport-VT-05855/122763312_zpid/,1997,"87,120 Acres",{},{},{}, No, 6
