,price,bedrooms,bathrooms,sf,link,year_built,lot_size,view_description,on_waterfront,house_style,new_construction,garage_spaces
0,"$525,000 ",3,4 ba,{},https://www.zillow.com/homedetails/120-Hinesburg-Rd-Brattleboro-VT-05301/2078073345_zpid/,2010,"727,452 Acres",{},{}," Colonial,Contemporary", No,2
0,"$359,000 ",3,2 ba,"1,344 sqft",https://www.zillow.com/homedetails/1340-Blockhouse-Point-Rd-North-Hero-VT-05474/231167245_zpid/,1977,"27,878 Acres",{}, Yes, Ranch, No,1
0,"$270,000 ",3,2 ba,"1,440 sqft",https://www.zillow.com/homedetails/44-Lewis-St-Barre-VT-05641/2076935957_zpid/,2019,"93,654 Acres",{},{}, Ranch, Yes,2
0,"$129,000 ",3,2 ba,"1,080 sqft",https://www.zillow.com/homedetails/1156-Burton-Hill-Rd-Barton-VT-05822/227715464_zpid/,1989,"457,380 Acres",{},{},{}, No,2
0,"$89,000 ",2,1 ba,788 sqft,https://www.zillow.com/homedetails/73-Pond-St-Newport-VT-05855/75448408_zpid/,1900,"10,890 Acres",{},{}, Cape, No,0
0,"$325,000 ",4,1 ba,{},https://www.zillow.com/homedetails/94-Melendy-Hill-Rd-South-Londonderry-VT-05155/2078138278_zpid/,1958,"43,560 Acres", Mountain(s),{}, Cape, No,2
0,"$135,000 ",4,1 ba,"2,412 sqft",https://www.zillow.com/homedetails/2857-Lake-Rd-Newport-Ctr-VT-05857/75449446_zpid/,1890,"32,670 Acres", Water, Yes, Farmhouse, No,2
0,"$599,000 ",4,3 ba,"2,608 sqft",https://www.zillow.com/homedetails/361-Corn-Hill-Rd-Pittsford-VT-05763/220892633_zpid/,2006,"125,453 Acres", Mountain(s),{}," Cape,Contemporary", No,2
0,"$99,000 ",2,1 ba,980 sqft,https://www.zillow.com/homedetails/130-Kellogg-St-Hardwick-VT-05843/227750045_zpid/,1983,"35,284 Acres",{},{},{}, No,0
0,"$475,000 ",4,3 ba,"1,950 sqft",https://www.zillow.com/homedetails/58-Snow-Vidda-Loop-East-Dover-VT-05356/235253924_zpid/,1968,"22,651 Acres",{},{}, Chalet, No,0
0,"$499,000 ",4,2 ba,"3,059 sqft",https://www.zillow.com/homedetails/8147-15th-Rte-Cambridge-VT-05444/2078038666_zpid/,1829,"87,120 Acres"," Mountain(s), Water", Yes," Farmhouse,Federal", No,2
0,"$895,000 ",3,2 ba,"2,350 sqft",https://www.zillow.com/homedetails/3759-Royalton-Tpke-Barnard-VT-05031/2110213231_zpid/,1815,"1,110,780 Acres", Mountain(s), Yes," Antique,Cape,Historic Vintage", No,1
0,"$215,000 ",8,4 ba,"2,764 sqft",https://www.zillow.com/homedetails/233-Blue-Brook-Rd-East-Dover-VT-05341/304080095_zpid/,1974,"54,450 Acres",{},{}, Contemporary, No,0
0,"$115,000 ",1,1 ba,"1,100 sqft",https://www.zillow.com/homedetails/7888-Vt-Route-100-Whitingham-VT-05361/2124842206_zpid/,2004,"30,492 Acres",{},{}, Cape, No,0
0,"$383,000 ",3,3 ba,"1,710 sqft",https://www.zillow.com/homedetails/8-N-Gardens-Ln-Milton-VT-05468/2076892773_zpid/,2020,$225/yr,{},{}, Colonial, Yes,2
0,"$350,000 ",0,3 ba,"5,326 sqft",https://www.zillow.com/homedetails/1379-Dairy-Hill-Rd-South-Royalton-VT-05068/248266226_zpid/,2007,"317,988 Acres",{},{}," Other,Post and Beam", No,0
0,"$299,000 ",4,2 ba,"3,022 sqft",https://www.zillow.com/homedetails/491-Main-St-Orwell-VT-05760/2078251168_zpid/,1900,"130,680 Acres",{},{}, Victorian, No,3
0,"$329,900 ",2,1 ba,821 sqft,https://www.zillow.com/homedetails/538-Upper-Falls-Rd-Perkinsville-VT-05151/2077506558_zpid/,1994,"3,049,200 Acres",{}, Yes, Contemporary, No,3
0,"$699,000 ",4,6 ba,"5,640 sqft",https://www.zillow.com/homedetails/578-Masterson-Rd-Bethel-VT-05032/217733961_zpid/,2005,"435,600 Acres",{},{}," Adirondack,Log Cabin,Multi Level", No,2
0,"$564,000 ",3,3 ba,"3,667 sqft",https://www.zillow.com/homedetails/3045-State-Rte-30-Wells-VT-05774/2078688560_zpid/,2011,"956,578 Acres"," Mountain(s), Water", Yes, Contemporary, Yes,0
0,"$2,995,000 ",4,3 ba,"4,235 sqft",https://www.zillow.com/homedetails/4462-Stagecoach-Rd-Morrisville-VT-05661/227728582_zpid/,1988,"12,344,904 Acres", Mountain(s), Yes, Contemporary, No,2
0,"$179,000 ",4,2 ba,"2,210 sqft",https://www.zillow.com/homedetails/189-Collins-Mill-Rd-Newport-Center-VT-05857/92014425_zpid/,1900,"32,670 Acres",{},{}, Farmhouse, No,6
0,"$2,900,000 ",6,6 ba,"7,537 sqft",https://www.zillow.com/homedetails/466-Marcia-Ln-Dorset-VT-05251/81747484_zpid/,2004,"7,827,732 Acres", Mountain(s),{}," Colonial,New Englander", No,6
0,"$225,000 ",3,3 ba,"2,412 sqft",https://www.zillow.com/homedetails/605-Kinsey-Rd-Barton-VT-05822/303860687_zpid/,1860,"585,882 Acres", Mountain(s),{}, Farmhouse, No,2
0,"$375,000 ",3,1 ba,"1,120 sqft",https://www.zillow.com/homedetails/88-Island-View-Dr-Island-Pond-VT-05846/2077359350_zpid/,1928,"10,890 Acres", Water, Yes, Cottage/Camp, No,0
0,"$478,000 ",4,4 ba,"3,823 sqft",https://www.zillow.com/homedetails/1403-Maple-Hill-Rd-Marshfield-VT-05658/2083832120_zpid/,2000,"653,400 Acres", Mountain(s),{}, Victorian, No,4
0,"$850,000 ",3,3 ba,"8,400 sqft",https://www.zillow.com/homedetails/2169-Route-7b-Central-S-North-Clarendon-VT-05759/2077340722_zpid/,2011,"1,263,240 Acres", Mountain(s),{}, Contemporary, No,10
0,"$2,350,000 ",7,6 ba,"6,813 sqft",https://www.zillow.com/homedetails/349-Kent-Hill-Rd-Dorset-VT-05251/227698501_zpid/,1935,"174,240 Acres", Mountain(s),{}, Federal, No,2
0,"$229,000 ",3,1 ba,"1,530 sqft",https://www.zillow.com/homedetails/31-Perrin-St-Barre-VT-05641/92028771_zpid/,1899,"11,761 Acres",{},{}, New Englander, No,2
0,"$929,000 ",4,3 ba,"3,949 sqft",https://www.zillow.com/homedetails/326-Hall-Cir-Woodstock-VT-05091/75488304_zpid/,1988,"479,160 Acres", Mountain(s),{}, New Englander, No,2
0,"$249,000 ",3,2 ba,"1,846 sqft",https://www.zillow.com/homedetails/10-Meadow-St-Ludlow-VT-05149/92046051_zpid/,1900,"8,276 Acres",{},{}," Farmhouse,Historic Vintage", No,0
0,"$175,000 ",3,1 ba,"1,662 sqft",https://www.zillow.com/homedetails/28-Dead-End-Rd-Ludlow-VT-05056/92047185_zpid/,1799,"4,356 Acres", Mountain(s),{}, Farmhouse, No,0
0,"$1,400,000 ",4,3 ba,"4,000 sqft",https://www.zillow.com/homedetails/70-General-Greene-Rd-Shelburne-VT-05482/220864588_zpid/,2008,"23,087 Acres"," Mountain(s), Water", Yes,{}, No,2
0,"$750,000 ",4,4 ba,"4,052 sqft",https://www.zillow.com/homedetails/901-Joslin-Hill-Rd-Waitsfield-VT-05673/2084713848_zpid/,2001,"222,156 Acres",{},{}, Contemporary, No,3
0,"$339,469 ",3,3 ba,"1,760 sqft",https://www.zillow.com/homedetails/Tucker-Rd-Woodstock-VT-05091/2113894940_zpid/,No Data,"196,891 Acres",{},{}, Cape, Yes,3
0,"$269,000 ",4,2 ba,"2,048 sqft",https://www.zillow.com/homedetails/36-Seymour-St-Middlebury-VT-05753/75410628_zpid/,1875,"14,810 Acres",{},{}, Apartment, No,4
0,"$159,000 ",3,1 ba,"1,488 sqft",https://www.zillow.com/homedetails/596-Route-100-Wilmington-VT-05363/2077289016_zpid/,1952,"34,848 Acres"," Mountain(s), Water", Yes, New Englander, No,1
0,"$672,000 ",3,3 ba,"2,553 sqft",https://www.zillow.com/homedetails/78-Caspian-Ln-4-Shelburne-VT-05482/2078137068_zpid/,No Data,$84/mo, Mountain(s),{}," Contemporary,Farmhouse,Modern Architecture", Yes,2
0,"$259,900 ",3,1 ba,"1,538 sqft",https://www.zillow.com/homedetails/6087-Route-102-Guildhall-VT-05905/115796712_zpid/,1972,"45,302 Acres",{},{}, Ranch, No,4
0,"$1,695,000 ",4,4 ba,"4,534 sqft",https://www.zillow.com/homedetails/1364-Newell-Hill-Rd-Wardsboro-VT-05355/304082885_zpid/,2005,"9,713,880 Acres", Mountain(s), Yes, Log Cabin, No,0
0,"$199,900 ",4,3 ba,"3,518 sqft",https://www.zillow.com/homedetails/81-Creek-Rd-Irasburg-VT-05845/299473522_zpid/,1885,"33,106 Acres",{},{}, Colonial, No,4
0,"$124,900 ",2,1 ba,847 sqft,https://www.zillow.com/homedetails/564-Mills-Point-Rd-Colchester-VT-05446/220849266_zpid/,1964,"7,405 Acres",{}, Yes, Ranch, No,0
0,"$495,000 ",4,2 ba,"4,587 sqft",https://www.zillow.com/homedetails/454-Durgy-Hill-Rd-Rutland-VT-05777/92024982_zpid/,2003,"141,570 Acres", Mountain(s),{}, Contemporary, No,2
0,"$489,000 ",5,3 ba,"2,368 sqft",https://www.zillow.com/homedetails/419-W-Shore-Rd-Isle-La-Motte-VT-05463/303851133_zpid/,1964,"73,616 Acres"," Mountain(s), Water", Yes, Ranch, No,0
0,"$5,975,000 ",4,7 ba,"8,071 sqft",https://www.zillow.com/homedetails/6677-Route-4-Rutland-VT-05701/2077130325_zpid/,2001,"8,712,000 Acres"," Mountain(s), Water", Yes, Craftsman, No,4
0,"$98,500 ",2,1 ba,"1,137 sqft",https://www.zillow.com/homedetails/2564-Vt-Rte-16-East-Hardwick-VT-05836/2101289951_zpid/,1900,"74,052 Acres",{},{}, Cape, No,0
0,"$999,500 ",4,5 ba,"3,227 sqft",https://www.zillow.com/homedetails/389-Cobble-Hill-Rd-Londonderry-VT-05148/235257707_zpid/,1800,"6,490,440 Acres", Mountain(s), Yes," Cape,Farmhouse", No,2
0,"$350,000 ",5,2 ba,"2,474 sqft",https://www.zillow.com/homedetails/514-Holland-Rd-Derby-Line-VT-05830/115803297_zpid/,1900,"348,480 Acres", Mountain(s),{}," Colonial,Farmhouse,Ranch", No,3
0,"$699,000 ",4,4 ba,"4,127 sqft",https://www.zillow.com/homedetails/147-Green-Hill-Rd-Canaan-VT-05903/2076869905_zpid/,1983,"1,698,840 Acres", Mountain(s),{}, Contemporary, No,2
0,"$950,000 ",5,4 ba,"3,396 sqft",https://www.zillow.com/homedetails/3874-Elmore-Mountain-Rd-Elmore-VT-05661/2092910080_zpid/,1832,"701,316 Acres", Mountain(s), Yes, Farmhouse, No,0
0,"$395,000 ",1,1 ba,"1,260 sqft",https://www.zillow.com/homedetails/691-Cemetery-St-Brookfield-VT-05036/304031152_zpid/,2005,"2,308,680 Acres", Mountain(s), Yes, Gambrel, No,2
0,"from $425,000",4,4 ba,"2,710 sqft",https://www.zillow.com/community/fort-dummer-heights/2077050487_zpid/,2021,$75/mo,{},{},{}, Yes,2
0,"$149,000 ",3,1 ba,"1,395 sqft",https://www.zillow.com/homedetails/124-Burgess-Rd-Bennington-VT-05201/75420340_zpid/,1900,"7,405 Acres",{},{}, Cape, No,0
0,"$199,000 ",4,2 ba,"2,720 sqft",https://www.zillow.com/homedetails/94-River-Rd-W-Johnson-VT-05656/115798942_zpid/,1991,"13,939 Acres", Water, Yes, Ranch, No,0
0,"$690,000 ",3,3 ba,"3,050 sqft",https://www.zillow.com/homedetails/1-Cottage-Mill-Lane-LOT-6-Ludlow-VT-05149/2095711525_zpid/,No Data,"47,916 Acres", Mountain(s),{}," Adirondack,Contemporary,Multi Level", Yes,0
0,"$599,900 ",4,5 ba,"3,996 sqft",https://www.zillow.com/homedetails/1142-Prindle-Rd-Charlotte-VT-05445/53713472_zpid/,1982,"1,742,400 Acres",{},{}, Contemporary, No,3
0,"$618,400 ",2,2 ba,"2,005 sqft",https://www.zillow.com/homedetails/41-Carmi-Dr-Shelburne-VT-05482/2078137260_zpid/,No Data,$239/mo, Mountain(s),{}," Carriage,Ranch", Yes,2
0,"$799,000 ",4,4 ba,"4,480 sqft",https://www.zillow.com/homedetails/2173-Gird-Lot-Rd-Springfield-VT-05156/75486837_zpid/,2004,"656,449 Acres"," Mountain(s), Water", Yes," Colonial,Contemporary", No,3
0,"$258,000 ",5,3 ba,"2,500 sqft",https://www.zillow.com/homedetails/14-Pleasant-St-Saxtons-River-VT-05154/92037740_zpid/,1910,"17,860 Acres",{},{}, New Englander, No,4
0,"$110,000 ",4,1 ba,"1,440 sqft",https://www.zillow.com/homedetails/5555-Lake-St-Bridport-VT-05734/75414381_zpid/,1968,"43,560 Acres", Mountain(s), Yes,{}, No,2
0,"$250,000 ",1,2 ba,"2,688 sqft",https://www.zillow.com/homedetails/2826-Main-Rd-West-Haven-VT-05743/250980602_zpid/,2014,"121,532 Acres", Mountain(s),{}, Contemporary, No,0
0,"$89,000 ",3,1 ba,"1,218 sqft",https://www.zillow.com/homedetails/69-Water-St-Orleans-VT-05860/115802598_zpid/,1895,"12,197 Acres",{},{}, Cape, No,1
0,"$112,000 ",2,1 ba,892 sqft,https://www.zillow.com/homedetails/353-Pike-Hill-Rd-Corinth-VT-05039/248463799_zpid/,1980,"39,204 Acres",{},{}, Cottage/Camp, No,0
0,"$895,000 ",4,5 ba,"3,200 sqft",https://www.zillow.com/homedetails/18-Stone-Lodge-Rd-LOT-3-Bondville-VT-05340/2077015406_zpid/,2016,"62,291 Acres", Mountain(s),{},{}, Yes,2
0,"$300,000 ",3,2 ba,"1,500 sqft",https://www.zillow.com/homedetails/4-Lower-Notch-Rd-Bristol-VT-05443/2076323340_zpid/,No Data,"161,172 Acres",{},{}, Cape, Yes,2
0,"$725,000 ",7,3 ba,"2,962 sqft",https://www.zillow.com/homedetails/2758-Main-St-Waitsfield-VT-05673/250872278_zpid/,1800,"5,096,520 Acres",{}, Yes," Farmhouse,New Englander", No,0
0,"$325,000 ",3,2 ba,"1,250 sqft",https://www.zillow.com/homedetails/227-Garron-Rd-Middletown-Springs-VT-05757/220889822_zpid/,1990,"442,134 Acres", Mountain(s),{}, Contemporary, No,0
0,"$1,195,000 ",17,21 ba,"14,000 sqft",https://www.zillow.com/homedetails/153-Pembroke-Rd-Windsor-VT-05089/2103941182_zpid/,1902,"609,840 Acres", Water, Yes, Colonial, No,21
0,"$69,000 ",3,1 ba,"2,436 sqft",https://www.zillow.com/homedetails/24-Bridle-Path-Ln-Whiting-VT-05778/299462572_zpid/,1840,"93,218 Acres", Mountain(s),{}, Farmhouse, No,0
0,"$329,000 ",3,2 ba,"2,290 sqft",https://www.zillow.com/homedetails/322-Petit-Rd-Coventry-VT-05855/75451461_zpid/,1900,"425,146 Acres", Mountain(s),{}, Farmhouse, No,2
0,"$2,595,000 ",4,5 ba,"5,552 sqft",https://www.zillow.com/homedetails/931-Red-Rock-Rd-Colchester-VT-05446/220852032_zpid/,2001,"441,698 Acres", Water, Yes, Contemporary, No,2
0,"$100,000 ",4,2 ba,"1,520 sqft",https://www.zillow.com/homedetails/62-E-Main-St-Readsboro-VT-05350/299444626_zpid/,1900,"5,227 Acres",{},{}, Cape, No,1
0,"$429,999 ",4,3 ba,"2,628 sqft",https://www.zillow.com/homedetails/249-Hillside-Dr-Corinth-VT-05039/92012944_zpid/,2000,"596,772 Acres", Mountain(s),{}, Ranch, No,3
0,"$575,000 ",6,7 ba,"6,388 sqft",https://www.zillow.com/homedetails/124-Elm-St-Bennington-VT-05201/115793932_zpid/,1890,"20,473 Acres",{},{}, Victorian, No,0
0,"$49,000 ",4,1 ba,"1,200 sqft",https://www.zillow.com/homedetails/4149-State-Route-107-Stockbridge-VT-05772/2078134786_zpid/,1900,"10,890 Acres",{},{}," Antique,Farmhouse", No,0
0,"$525,000 ",6,4 ba,"5,963 sqft",https://www.zillow.com/homedetails/118-Edelweiss-Cir-Westfield-VT-05874/2125549599_zpid/,1967,"592,416 Acres",{}, Yes, Chalet, No,2
0,"$300,000 ",4,2 ba,"2,464 sqft",https://www.zillow.com/homedetails/4-Skylark-Ter-Barre-VT-05641/75465219_zpid/,1972,"34,848 Acres",{},{}," Multi Level,Raised Ranch", No,1
0,"$525,000 ",3,4 ba,"2,500 sqft",https://www.zillow.com/homedetails/15-Tapping-Tree-Ln-West-Dover-VT-05356/92044769_zpid/,1983,"91,476 Acres", Mountain(s),{}," Chalet,Contemporary", No,2
0,"$499,000 ",2,1 ba,"1,000 sqft",https://www.zillow.com/homedetails/18-Beaver-Pond-Rd-Fairfield-VT-05455/118029118_zpid/,1970,"993,168 Acres",{},{},{}, No,2
0,"$195,000 ",4,2 ba,"3,026 sqft",https://www.zillow.com/homedetails/230-Mountain-View-Rd-Tinmouth-VT-05773/220902007_zpid/,1854,"1,960,200 Acres", Mountain(s),{}, Farmhouse, No,1
0,"$199,000 ",4,2 ba,"1,387 sqft",https://www.zillow.com/homedetails/1386-State-Route-30-Jamaica-VT-05343/92036286_zpid/,1920,"30,928 Acres",{},{}, Cape, No,2
0,"$465,000 ",2,2 ba,"1,407 sqft",https://www.zillow.com/homedetails/4368-E-Warren-Rd-Warren-VT-05674/2077986553_zpid/,1900,"87,120 Acres", Mountain(s),{}," Cape,Farmhouse", No,0
0,"$399,000 ",4,3 ba,"3,438 sqft",https://www.zillow.com/homedetails/197-Stonybrook-Rd-Waterford-VT-05819/75427323_zpid/,1989,"135,472 Acres",{},{}," Colonial,Raised Ranch", No,2
0,"$229,900 ",3,1 ba,"1,590 sqft",https://www.zillow.com/homedetails/31-Mudget-Dr-2-Hyde-Park-VT-05655/2077893826_zpid/,1992,"47,916 Acres",{},{}, Ranch, No,0
0,"$375,000 ",5,1 ba,"2,331 sqft",https://www.zillow.com/homedetails/1100-Westmore-Rd-West-Charleston-VT-05846/92014941_zpid/,1850,"2,440,231 Acres",{}, Yes, Farmhouse, No,1
0,"$160,000 ",3,1 ba,"1,183 sqft",https://www.zillow.com/homedetails/912-Maple-Hill-Rd-Rochester-VT-05767/2078474073_zpid/,1900,$350/yr,{},{}, Cape, No,0
0,"$178,000 ",4,2 ba,"2,522 sqft",https://www.zillow.com/homedetails/46-S-Lunenburg-Rd-Lunenburg-VT-05906/193818221_zpid/,1880,"53,579 Acres",{},{}, New Englander, No,0
0,"$785,000 ",3,2 ba,"1,642 sqft",https://www.zillow.com/homedetails/1809-Beaver-Meadow-Rd-Vershire-VT-05079/304032313_zpid/,1964,"8,511,624 Acres"," Mountain(s), Water", Yes, Contemporary, No,1
0,"$2,600,000 ",4,6 ba,"8,551 sqft",https://www.zillow.com/homedetails/236-Angell-Trl-White-River-Junction-VT-05001/303989581_zpid/,1996,"174,240 Acres", Mountain(s), Yes, Log Cabin, No,4
0,"$379,900 ",6,4 ba,"3,044 sqft",https://www.zillow.com/homedetails/5403-Airport-Rd-Coventry-VT-05825/2078036858_zpid/,1993,"1,019,304 Acres",{}, Yes, Colonial, No,1
0,"$159,000 ",6,2 ba,"2,200 sqft",https://www.zillow.com/homedetails/264-Railroad-St-Johnson-VT-05656/75440068_zpid/,1900,"25,265 Acres",{}, Yes, Victorian, No,1
0,"$495,000 ",5,4 ba,"3,280 sqft",https://www.zillow.com/homedetails/23-Negus-Rd-West-Dover-VT-05356/75479171_zpid/,1989,"251,777 Acres",{},{}, Cape, No,2
0,"$298,000 ",3,2 ba,"1,460 sqft",https://www.zillow.com/homedetails/3A-Hillman-Rd-Fairfax-VT-05454/2076871157_zpid/,2020,"123,710 Acres",{},{}, Ranch, Yes,2
0,"$139,000 ",6,1 ba,"2,100 sqft",https://www.zillow.com/homedetails/1532-14n-Rte-Coventry-VT-05825/2077039606_zpid/,1920,"27,878 Acres",{},{}, Farmhouse, No,2
0,"$125,000 ",1,1 ba,576 sqft,https://www.zillow.com/homedetails/186-Middle-Rd-Chittenden-VT-05737/2093744860_zpid/,1980,"451,282 Acres", Mountain(s), Yes, Cabin, No,0
0,"$135,000 ",2,2 ba,950 sqft,https://www.zillow.com/homedetails/1313-Route-30-Rte-S-Castleton-VT-05735/2078510853_zpid/,1960,"34,412 Acres",{},{}, Bungalow, No,1
0,"$59,000 ",2,1 ba,840 sqft,https://www.zillow.com/homedetails/105-Booth-Ter-Bennington-VT-05201/75421069_zpid/,1880,"3,485 Acres", Mountain(s),{}, Carriage, No,2
0,"$1,195,000 ",4,7 ba,"5,450 sqft",https://www.zillow.com/homedetails/4319-East-Rd-Manchester-Center-VT-05262/81746352_zpid/,2002,"$1,000/yr", Mountain(s),{}, Contemporary, No,3
0,"$159,900 ",3,1 ba,576 sqft,https://www.zillow.com/homedetails/972-Marjorie-Ln-Eden-VT-05653/2083723062_zpid/,2006,"67,954 Acres",{}, Yes, Cottage/Camp, No,0
0,"$267,000 ",2,2 ba,"1,717 sqft",https://www.zillow.com/homedetails/247-Pucker-Hill-Rd-Bennington-VT-05201/75423082_zpid/,1989,"479,160 Acres",{},{}, Other, No,1
0,"$172,500 ",3,2 ba,"1,068 sqft",https://www.zillow.com/homedetails/48-Virgin-Ave-Hancock-VT-05748/122415004_zpid/,1928,"10,890 Acres",{},{}, Cape, No,1
0,"$295,000 ",3,4 ba,"5,400 sqft",https://www.zillow.com/homedetails/179-Wishing-Well-Ave-Newport-VT-05855/227721511_zpid/,1975,"69,696 Acres",{}, Yes, Ranch, No,1
0,"$1,995,000 ",5,5 ba,"4,884 sqft",https://www.zillow.com/homedetails/974-Cemetery-Rd-West-Windsor-VT-05089/92049610_zpid/,1790,"1,701,454 Acres",{},{}," Colonial,Farmhouse", No,2
0,"$725,000 ",4,3 ba,"3,200 sqft",https://www.zillow.com/homedetails/160-Hammond-Hill-Rd-West-Windsor-VT-05089/115813251_zpid/,2008,"543,629 Acres", Mountain(s),{}, Colonial, No,2
0,"$120,000 ",0,#NAME?,#NAME?,https://www.zillow.com/homedetails/12-Sugar-Lot-Ln-Jamaica-VT-05343/2076660511_zpid/,No Data,"156,816 Acres", Mountain(s),{}, Cottage/Camp, Yes,0
0,"$725,000 ",4,2 ba,"2,940 sqft",https://www.zillow.com/homedetails/6614-Main-Rd-West-Haven-VT-05743/92024893_zpid/,1830,"4,578,592 Acres", Mountain(s), Yes, Greek Revival, No,1
0,"$300,000 ",5,2 ba,"2,584 sqft",https://www.zillow.com/homedetails/67-Pine-St-Brattleboro-VT-05301/2077168743_zpid/,1900,"7,405 Acres",{},{}," Cape,Contemporary", No,4
0,"$1,994,000 ",5,4 ba,"5,327 sqft",https://www.zillow.com/homedetails/1642-East-Street-Clarendon-VT-05759/92027807_zpid/,1790,"10,968,408 Acres", Mountain(s), Yes, Farmhouse, No,6
0,"$149,000 ",1,2 ba,385 sqft,https://www.zillow.com/homedetails/2030-State-Highway-105-Guildhall-VT-05905/2077867626_zpid/,2007,"64,904 Acres",{},{},{}, No,0
0,"$220,000 ",4,3 ba,"2,200 sqft",https://www.zillow.com/homedetails/4998-Route-100-Wardsboro-VT-05360/235263290_zpid/,1797,"34,848 Acres",{},{}, Farmhouse, No,1
0,"$250,000 ",3,1 ba,"1,200 sqft",https://www.zillow.com/homedetails/11-Hemlock-Rd-Woodbury-VT-05681/2102501354_zpid/,1930,"6,098 Acres",{}, Yes, Cottage/Camp, No,4
0,"$475,000 ",7,3 ba,"2,700 sqft",https://www.zillow.com/homedetails/151-Nobs-Hill-Rd-Killington-VT-05751/248342259_zpid/,1972,"143,748 Acres",{},{}," Contemporary,Conversion", No,0
0,"$299,000 ",1,1 ba,720 sqft,https://www.zillow.com/homedetails/732-Annis-Brook-Ln-Barton-VT-05822/299440965_zpid/,2005,"9,801,000 Acres", Mountain(s), Yes, Cottage/Camp, No,0
0,"$699,000 ",4,4 ba,"4,027 sqft",https://www.zillow.com/homedetails/152-Lake-Raponda-Rd-Wilmington-VT-05363/235267234_zpid/,1998,"535,788 Acres"," Mountain(s), Water", Yes, Contemporary, No,2
0,"$649,900 ",2,2 ba,"2,745 sqft",https://www.zillow.com/homedetails/1331-Waterville-Mountain-Rd-Bakersfield-VT-05441/94937870_zpid/,2003,"8,712,000 Acres", Mountain(s),{}, Contemporary, No,2
0,"$244,495 ",3,2 ba,"2,012 sqft",https://www.zillow.com/homedetails/15-Farrar-St-Swanton-VT-05488/75433892_zpid/,1937,"21,780 Acres",{},{}, Colonial, No,3
0,"$225,000 ",3,2 ba,"1,620 sqft",https://www.zillow.com/homedetails/100-Dudley-Rd-Middletown-Springs-VT-05757/115789678_zpid/,2009,"726,145 Acres", Mountain(s),{}, Ranch, No,0
0,"$529,000 ",3,3 ba,"2,180 sqft",https://www.zillow.com/homedetails/4980-South-Rd-Woodstock-VT-05091/303991743_zpid/,1811,"114,998 Acres",{},{}, Federal, No,2
0,"$196,900 ",3,3 ba,"1,152 sqft",https://www.zillow.com/homedetails/2474-Stage-Rd-Benson-VT-05743/75456151_zpid/,1992,"60,984 Acres",{},{}, Ranch, No,4
